"sample_date","site_code","vegetation_scientific_name","common_name","vegetation_rope_length"
2005-04-14,"R141","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-04-14,"R141","Schismus arabicus","Schismus",NA
2005-04-14,"R141","Sisymbrium irio","London Rocket",NA
2005-04-14,"R141","Solanum elaeagnifolium",NA,NA
2005-04-14,"R141","Sonchus",NA,NA
2005-04-14,"R141","Sorghum halepense","Johnson Grass",NA
2005-05-02,"R161","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-05-02,"R161","Eragrostis mexicana","Lovegrass",NA
2005-05-02,"R161","Atriplex elegans","Salton Saltbush, Wheel-scale",NA
2005-05-02,"R161","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-05-02,"R161","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-02,"R161","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-05-02,"R161","Hordeum murinum",NA,NA
2005-05-02,"R161","Lactuca serriola","Prickly Lettuce",NA
2005-05-02,"R161","Malva parviflora","Mallow, Cheese-weed",NA
2005-05-02,"R161","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-05-02,"R161","Schismus arabicus","Schismus",NA
2005-05-02,"R161","Sisymbrium irio","London Rocket",NA
2005-05-02,"R161","Sonchus oleraceus","Annual Sow-thistle",NA
2005-05-02,"R161","Tribulus terrestris","Puncture Vine, Bullheads",NA
2005-05-09,"R181","Lactuca serriola","Prickly Lettuce",NA
2005-05-09,"R181","Portulaca halimoides",NA,NA
2005-05-09,"R181","Allium",NA,NA
2005-05-09,"R181","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-05-09,"R181","Brassicaceae",NA,NA
2005-05-09,"R181","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-05-09,"R181","Chenopodium",NA,NA
2005-05-09,"R181","Chenopodium berlandieri","Pitseed Goosefoot",NA
2005-05-09,"R181","Conyza bonariensis",NA,NA
2005-05-09,"R181","Coriandrum sativum","Cilantro, Coriander",NA
2005-05-09,"R181","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-09,"R181","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-05-09,"R181","Lactuca serriola","Prickly Lettuce",NA
2005-05-09,"R181","Lolium multiflorum",NA,NA
2005-05-09,"R181","Malva parviflora","Mallow, Cheese-weed",NA
2005-05-09,"R181","Nama hispidum",NA,NA
2005-05-09,"R181","Ocimum basilicum","Basil",NA
2005-05-09,"R181","Plantae",NA,NA
2005-05-09,"R181","Plantae",NA,NA
2005-05-09,"R181","Poa annua","Annual Bluegrass",NA
2005-05-09,"R181","Portulaca oleracea","Common Purslane",NA
2005-05-09,"R181","Schismus",NA,NA
2005-05-09,"R181","Solanum melongena",NA,NA
2005-05-09,"R181","Sonchus",NA,NA
2005-05-09,"R181","Sonchus asper","Spiny Sow-thistle",NA
2005-05-09,"R181","Sphaeralcea ambigua","Globe Mallow",NA
2005-05-09,"R181","Tribulus terrestris","Puncture Vine, Bullheads",NA
2005-05-12,"R71","Cyperus acuminatus","Flat Sedge",NA
2005-05-12,"R71","Lactuca serriola","Prickly Lettuce",NA
2005-05-12,"R71","Malacothrix glabrata","Desert-dandelion",NA
2005-05-12,"R71","Portulaca oleracea","Common Purslane",NA
2005-05-12,"R71","Anagallis arvensis","Scarlet Pimpernel, Poor Mans Weatherglass",NA
2005-05-12,"R71","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-05-12,"R71","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-05-12,"R71","Astragalus",NA,NA
2005-05-12,"R71","Bowlesia incana","Hairy Bowlesia",NA
2005-05-12,"R71","Bromus rubens","Red Brome",NA
2005-05-12,"R71","Daucus pusillus","Wild Carrot, Rattlesnake Weed",NA
2005-05-12,"R71","Dichelostemma pulchellum",NA,NA
2005-05-12,"R71","Eriastrum diffusum",NA,NA
2005-05-12,"R71","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-05-12,"R71","Herniaria hirsuta","Burstwort",NA
2005-05-12,"R71","Hordeum murinum",NA,NA
2005-05-12,"R71","Lepidium lasiocarpum",NA,NA
2005-05-12,"R71","Monolepis nuttalliana","Patata",NA
2005-05-12,"R71","Oncosiphon piluliferum",NA,NA
2005-05-12,"R71","Pectocarya recurvata",NA,NA
2005-05-12,"R71","Plagiobothrys arizonicus","Bloodweed",NA
2005-05-12,"R71","Plantago ovata",NA,NA
2005-05-12,"R71","Plantago patagonica","Indian-wheat",NA
2005-05-12,"R71","Polypogon monspeliensis","Rabbitfoot polypogon",NA
2005-05-12,"R71","Schismus arabicus","Schismus",NA
2005-05-12,"R71","Sisymbrium irio","London Rocket",NA
2005-05-12,"R71","Sonchus asper","Spiny Sow-thistle",NA
2005-05-12,"R71","Sphaeralcea ambigua","Globe Mallow",NA
2005-05-12,"R71","Vulpia octoflora","Six-weeks Fescue",NA
2005-04-04,"S111","Hymenoxys odorata","Bitter Rubberweed",NA
2005-04-04,"S111","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-04-04,"S111","Allium",NA,NA
2005-04-04,"S111","Beta vulgaris","Beets",NA
2005-04-04,"S111","Capsella bursa-pastoris","Shepards Purse, Paniquesillo",NA
2005-04-04,"S111","Chamaesyce prostrata","Groundfig Spurge",NA
2005-04-04,"S111","Cotula australis","Australian Brass Buttons",NA
2005-04-04,"S111","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-04-04,"S111","Cyperaceae",NA,NA
2005-04-04,"S111","Dichondra micrantha",NA,NA
2005-04-04,"S111","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-04-04,"S111","Herniaria hirsuta","Burstwort",NA
2005-04-04,"S111","Lactuca serriola","Prickly Lettuce",NA
2005-04-04,"S111","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-04,"S111","Medicago lupulina","Black Medic",NA
2005-04-04,"S111","Monolepis",NA,NA
2005-04-04,"S111","Oxalis corniculata","Creeping Woodsorrel",NA
2005-04-04,"S111","Pisum sativum","Garden Peas",NA
2005-04-04,"S111","Plantae",NA,NA
2005-04-04,"S111","Plantae",NA,NA
2005-04-04,"S111","Plantae",NA,NA
2005-04-04,"S111","Plantae",NA,NA
2005-04-04,"S111","Plantae",NA,NA
2005-04-04,"S111","Rosmarinus",NA,NA
2005-04-04,"S111","Sisymbrium irio","London Rocket",NA
2005-04-04,"S111","Sonchus oleraceus","Annual Sow-thistle",NA
2005-04-04,"S111","Spinacia oleracea",NA,NA
2005-04-04,"S111","Vitex",NA,NA
2005-04-04,"S121","Phalaris canariensis","Canary Grass",NA
2005-04-04,"S121","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-04-04,"S121","Eragrostis mexicana","Lovegrass",NA
2005-04-04,"S121","Asteraceae",NA,NA
2005-04-04,"S121","Asteraceae",NA,NA
2005-04-04,"S121","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-04-04,"S121","Lactuca serriola","Prickly Lettuce",NA
2005-04-04,"S121","Lactuca serriola","Prickly Lettuce",NA
2005-04-04,"S121","Sisymbrium irio","London Rocket",NA
2005-02-21,"S131","Phacelia affinis",NA,NA
2005-02-21,"S131","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-02-21,"S131","Cotula australis","Australian Brass Buttons",NA
2005-02-21,"S131","Dichondra micrantha",NA,NA
2005-02-21,"S131","Lactuca serriola","Prickly Lettuce",NA
2005-02-21,"S131","Medicago lupulina","Black Medic",NA
2005-02-21,"S131","Oxalis corniculata","Creeping Woodsorrel",NA
2005-02-21,"S131","Sonchus",NA,NA
2005-02-21,"S131","Sonchus",NA,NA
2005-02-21,"S131","Sonchus",NA,NA
2005-02-21,"S131","Stellaria media",NA,NA
2005-02-21,"S141","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-02-21,"S141","Eragrostis mexicana","Lovegrass",NA
2005-02-21,"S141","Bowlesia incana","Hairy Bowlesia",NA
2005-02-21,"S141","Cucurbitaceae",NA,NA
2005-02-21,"S141","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-02-21,"S141","Helianthus",NA,NA
2005-02-21,"S141","Hordeum murinum",NA,NA
2005-02-21,"S141","Lactuca serriola","Prickly Lettuce",NA
2005-02-21,"S141","Liliaceae",NA,NA
2005-02-21,"S141","Malva",NA,NA
2005-02-21,"S141","Oxalis corniculata","Creeping Woodsorrel",NA
2005-02-21,"S141","Plantae",NA,NA
2005-02-21,"S141","Plantae",NA,NA
2005-02-21,"S141","Plantae",NA,NA
2005-02-21,"S141","Poaceae","grass",NA
2005-02-21,"S141","Schismus barbatus","Mediterranean Grass",NA
2005-02-21,"S141","Sisymbrium irio","London Rocket",NA
2005-02-21,"S141","Stellaria media",NA,NA
2005-02-21,"S141","Vinca major","Greater Periwinkle",NA
2005-02-21,"S151","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-02-21,"S151","Allium",NA,NA
2005-02-21,"S151","Bowlesia incana","Hairy Bowlesia",NA
2005-02-21,"S151","Bowlesia incana","Hairy Bowlesia",NA
2005-02-21,"S151","Cotula australis","Australian Brass Buttons",NA
2005-02-21,"S151","Dichondra micrantha",NA,NA
2005-02-21,"S151","Hordeum murinum",NA,NA
2005-02-21,"S151","Lactuca serriola","Prickly Lettuce",NA
2005-02-21,"S151","Malva",NA,NA
2005-02-21,"S151","Schismus barbatus","Mediterranean Grass",NA
2005-02-21,"S151","Senecio vulgaris",NA,NA
2005-02-21,"S151","Sisymbrium irio","London Rocket",NA
2005-02-21,"S151","Sonchus",NA,NA
2005-02-21,"S151","Sonchus",NA,NA
2005-02-21,"S151","Thuja occidentalis",NA,NA
2005-04-25,"S161","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-04-25,"S161","Conyza bonariensis",NA,NA
2005-04-25,"S161","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-04-25,"S161","Lactuca serriola","Prickly Lettuce",NA
2005-04-25,"S161","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-25,"S161","Melilotus indicus","Yellow Sweetclover",NA
2005-04-25,"S161","Plantae",NA,NA
2005-04-25,"S161","Tribulus terrestris","Puncture Vine, Bullheads",NA
2005-04-25,"S171","Lactuca serriola","Prickly Lettuce",NA
2005-04-25,"S171","Amaranthus",NA,NA
2005-04-25,"S171","Lactuca serriola","Prickly Lettuce",NA
2005-04-25,"S171","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-25,"S171","Plantae",NA,NA
2005-04-25,"S171","Poaceae","grass",NA
2005-04-25,"S171","Poaceae","grass",NA
2005-04-25,"S171","Poaceae","grass",NA
2005-04-25,"S171","Polygonum aviculare","Knotweed, Doorweed",NA
2005-04-25,"S171","Sonchus asper","Spiny Sow-thistle",NA
2005-04-25,"S171","Zea mays","Sweet Corn",NA
2005-03-23,"S181","Eragrostis mexicana","Lovegrass",NA
2005-03-23,"S181","Asteraceae",NA,NA
2005-03-23,"S181","Boerhavia",NA,NA
2005-03-23,"S181","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-03-23,"S181","Malva parviflora","Mallow, Cheese-weed",NA
2005-03-23,"S181","Oxalis corniculata","Creeping Woodsorrel",NA
2005-03-23,"S181","Prosopis juliflora",NA,NA
2005-03-23,"S181","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-03-23,"S181","Schismus arabicus","Schismus",NA
2005-03-23,"S181","Solanum elaeagnifolium",NA,NA
2005-03-23,"S181","Sonchus",NA,NA
2005-03-23,"S191","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-23,"S191","Eragrostis mexicana","Lovegrass",NA
2005-03-23,"S191","Amaranthus albus",NA,NA
2005-03-23,"S191","Chamaesyce",NA,NA
2005-03-23,"S191","Chenopodium",NA,NA
2005-03-23,"S191","Chenopodium berlandieri","Pitseed Goosefoot",NA
2005-03-23,"S191","Chenopodium desiccatum","Narrowleaf Goosefoot",NA
2005-03-23,"S191","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-03-23,"S191","Hordeum murinum",NA,NA
2005-03-23,"S191","Liliaceae",NA,NA
2005-03-23,"S191","Malva",NA,NA
2005-03-23,"S191","Poaceae","grass",NA
2005-03-23,"S191","Prosopis juliflora",NA,NA
2005-03-23,"S191","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-03-23,"S191","Sisymbrium irio","London Rocket",NA
2005-03-23,"S191","Sonchus",NA,NA
2005-03-23,"S201","Ciclospermum leptophyllum","Wild Celery",NA
2005-03-23,"S201","Portulaca oleracea","Common Purslane",NA
2005-03-23,"S201","Spergularia salina var salina","Sand-spurry",NA
2005-03-23,"S201","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-23,"S201","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-03-23,"S201","Caulanthus lasiophyllus","Thelypody",NA
2005-03-23,"S201","Cryptantha",NA,NA
2005-03-23,"S201","Descurainia pinnata",NA,NA
2005-03-23,"S201","Eschscholzia californica",NA,NA
2005-03-23,"S201","Hordeum murinum",NA,NA
2005-03-23,"S201","Lesquerella tenella","Bladderpod",NA
2005-03-23,"S201","Lotus salsuginosus","Deer-vetch",NA
2005-03-23,"S201","Lupinus sparsiflorus","Lupine",NA
2005-03-23,"S201","Malva parviflora","Mallow, Cheese-weed",NA
2005-03-23,"S201","Mentzelia albicaulis","Whitestem Stick-leaf",NA
2005-03-23,"S201","Parietaria hespera","Pellitory",NA
2005-03-23,"S201","Pectocarya recurvata",NA,NA
2005-03-23,"S201","Perityle emoryi",NA,NA
2005-03-23,"S201","Phacelia distans","Wild-heliotrope",NA
2005-03-23,"S201","Plantago ovata",NA,NA
2005-03-23,"S201","Poa bigelovii","Bigelow Bluegrass",NA
2005-03-23,"S201","Schismus arabicus","Schismus",NA
2005-03-23,"S201","Silene antirrhina","Sleepy-catchfly",NA
2005-03-23,"S201","Sisymbrium irio","London Rocket",NA
2005-03-23,"S201","Sonchus oleraceus","Annual Sow-thistle",NA
2005-03-23,"S201","Sphaeralcea ambigua","Globe Mallow",NA
2005-04-27,"S91","Amaranthus albus",NA,NA
2005-04-27,"S91","Astragalus nuttallianus","Nuttall Locoweed",NA
2005-04-27,"S91","Atriplex elegans","Salton Saltbush, Wheel-scale",NA
2005-04-27,"S91","Brassica tournefortii","Mustard",NA
2005-04-27,"S91","Chenopodium",NA,NA
2005-04-27,"S91","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-04-27,"S91","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-04-27,"S91","Erodium texanum","Heronbill, Texas Filaree",NA
2005-04-27,"S91","Herniaria hirsuta","Burstwort",NA
2005-04-27,"S91","Lepidium lasiocarpum",NA,NA
2005-04-27,"S91","Lotus tomentellus",NA,NA
2005-04-27,"S91","Plantae",NA,NA
2005-04-27,"S91","Plantago ovata",NA,NA
2005-04-27,"S91","Schismus arabicus","Schismus",NA
2005-03-21,"T111","Avena fatua","Wild Oats",NA
2005-03-21,"T111","Lactuca serriola","Prickly Lettuce",NA
2005-03-21,"T111","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-21,"T111","Astragalus nuttallianus","Nuttall Locoweed",NA
2005-03-21,"T111","Boerhavia coccinea","Red Spiderling",NA
2005-03-21,"T111","Chamaesyce",NA,NA
2005-03-21,"T111","Chamaesyce melanadenia","Spurge",NA
2005-03-21,"T111","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-03-21,"T111","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-03-21,"T111","Hordeum murinum",NA,NA
2005-03-21,"T111","Lactuca",NA,NA
2005-03-21,"T111","Malva parviflora","Mallow, Cheese-weed",NA
2005-03-21,"T111","Poaceae","grass",NA
2005-03-21,"T111","Schismus arabicus","Schismus",NA
2005-03-21,"T111","Senecio vulgaris",NA,NA
2005-03-21,"T111","Sisymbrium irio","London Rocket",NA
2005-03-21,"T111","Solanum",NA,NA
2005-03-21,"T111","Sonchus",NA,NA
2005-03-21,"T111","Sonchus asper","Spiny Sow-thistle",NA
2005-03-21,"T111","Sonchus oleraceus","Annual Sow-thistle",NA
2005-03-21,"T111","Sphaeralcea ambigua","Globe Mallow",NA
2005-05-21,"T121","Aloe barbadensis","Medicinal Aloe",NA
2005-05-21,"T121","Asteraceae",NA,NA
2005-05-21,"T121","Calendula officinalis","Pot Marigold",NA
2005-05-21,"T121","Capsella bursa-pastoris","Shepards Purse, Paniquesillo",NA
2005-05-21,"T121","Caulanthus lasiophyllus","Thelypody",NA
2005-05-21,"T121","Cotula australis","Australian Brass Buttons",NA
2005-05-21,"T121","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-21,"T121","Dichondra micrantha",NA,NA
2005-05-21,"T121","Dimorphotheca sinuata","Cape-marigold",NA
2005-05-21,"T121","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-05-21,"T121","Eschscholzia californica",NA,NA
2005-05-21,"T121","Hordeum murinum",NA,NA
2005-05-21,"T121","Lactuca",NA,NA
2005-05-21,"T121","Linaria maroccana",NA,NA
2005-05-21,"T121","Linaria maroccana",NA,NA
2005-05-21,"T121","Linum",NA,NA
2005-05-21,"T121","Linum usitatissimum","Common Flax",NA
2005-05-21,"T121","Lupinus arizonicus",NA,NA
2005-05-21,"T121","Malva",NA,NA
2005-05-21,"T121","Malva parviflora","Mallow, Cheese-weed",NA
2005-05-21,"T121","Medicago lupulina","Black Medic",NA
2005-05-21,"T121","Minuartia",NA,NA
2005-05-21,"T121","Photinia x fraseri","Frasers Photinia",NA
2005-05-21,"T121","Pinus canariensis","Canary Island Pine",NA
2005-05-21,"T121","Plantae",NA,NA
2005-05-21,"T121","Plantae",NA,NA
2005-05-21,"T121","Plantae",NA,NA
2005-05-21,"T121","Poa annua","Annual Bluegrass",NA
2005-05-21,"T121","Salvia",NA,NA
2005-05-21,"T121","Schismus arabicus","Schismus",NA
2005-05-21,"T121","Sisymbrium irio","London Rocket",NA
2005-05-21,"T121","Sonchus asper","Spiny Sow-thistle",NA
2005-05-21,"T121","Sonchus oleraceus","Annual Sow-thistle",NA
2005-05-21,"T121","Sphaeralcea ambigua","Globe Mallow",NA
2005-03-28,"T131","Hymenoxys odorata","Bitter Rubberweed",NA
2005-03-28,"T131","Phacelia affinis",NA,NA
2005-03-28,"T131","Sonchus asper","Spiny Sow-thistle",NA
2005-03-28,"T131","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-28,"T131","Capsella bursa-pastoris","Shepards Purse, Paniquesillo",NA
2005-03-28,"T131","Cotula australis","Australian Brass Buttons",NA
2005-03-28,"T131","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-03-28,"T131","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-03-28,"T131","Hordeum murinum",NA,NA
2005-03-28,"T131","Malva parviflora","Mallow, Cheese-weed",NA
2005-03-28,"T131","Medicago lupulina","Black Medic",NA
2005-03-28,"T131","Oxalis corniculata","Creeping Woodsorrel",NA
2005-03-28,"T131","Plantae",NA,NA
2005-03-28,"T131","Plantae",NA,NA
2005-03-28,"T131","Schismus barbatus","Mediterranean Grass",NA
2005-03-28,"T131","Senecio vulgaris",NA,NA
2005-03-28,"T131","Sisymbrium irio","London Rocket",NA
2005-03-28,"T131","Sonchus oleraceus","Annual Sow-thistle",NA
2005-03-10,"T141","Phacelia affinis",NA,NA
2005-03-10,"T141","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-10,"T141","Dichondra micrantha",NA,NA
2005-03-10,"T141","Herniaria hirsuta","Burstwort",NA
2005-03-10,"T141","Medicago lupulina","Black Medic",NA
2005-03-10,"T141","Plantae",NA,NA
2005-03-10,"T141","Poa annua","Annual Bluegrass",NA
2005-03-10,"T141","Poa annua","Annual Bluegrass",NA
2005-03-10,"T141","Sisymbrium irio","London Rocket",NA
2005-04-25,"T151","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-04-25,"T151","Asteraceae",NA,NA
2005-04-25,"T151","Boerhavia coccinea","Red Spiderling",NA
2005-04-25,"T151","Boerhavia coccinea","Red Spiderling",NA
2005-04-25,"T151","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-04-25,"T151","Dimorphotheca sinuata","Cape-marigold",NA
2005-04-25,"T151","Herniaria hirsuta","Burstwort",NA
2005-04-25,"T151","Hordeum murinum",NA,NA
2005-04-25,"T151","Lactuca serriola","Prickly Lettuce",NA
2005-04-25,"T151","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-25,"T151","Mentha spicata","Spearmint",NA
2005-04-25,"T151","Pelargonium x hortorum",NA,NA
2005-04-25,"T151","Petunia x atkinsiana",NA,NA
2005-04-25,"T151","Plantae",NA,NA
2005-04-25,"T151","Schismus arabicus","Schismus",NA
2005-04-25,"T151","Sisymbrium irio","London Rocket",NA
2005-04-25,"T151","Tribulus terrestris","Puncture Vine, Bullheads",NA
2005-04-11,"T161","Phacelia affinis",NA,NA
2005-04-11,"T161","Asteraceae",NA,NA
2005-04-11,"T161","Chamaesyce micromera","Littleleaf Spurge",NA
2005-04-11,"T161","Conyza bonariensis",NA,NA
2005-04-11,"T161","Cyclospermum leptophyllum","Marsh parsley",NA
2005-04-11,"T161","Dichondra micrantha",NA,NA
2005-04-11,"T161","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-04-11,"T161","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-11,"T161","Medicago lupulina","Black Medic",NA
2005-04-11,"T161","Plantae",NA,NA
2005-04-11,"T161","Plantae",NA,NA
2005-04-11,"T161","Poa annua","Annual Bluegrass",NA
2005-04-11,"T161","Sonchus oleraceus","Annual Sow-thistle",NA
2005-04-11,"T161","Stellaria media",NA,NA
2005-05-02,"T171","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-05-02,"T171","Asteraceae",NA,NA
2005-05-02,"T171","Chenopodiaceae",NA,NA
2005-05-02,"T171","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-02,"T171","Hordeum murinum",NA,NA
2005-05-02,"T171","Lactuca serriola","Prickly Lettuce",NA
2005-05-02,"T171","Lolium temulentum",NA,NA
2005-05-02,"T171","Malva parviflora","Mallow, Cheese-weed",NA
2005-05-02,"T171","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-05-02,"T171","Schismus arabicus","Schismus",NA
2005-05-02,"T171","Sisymbrium irio","London Rocket",NA
2005-05-02,"T171","Tribulus terrestris","Puncture Vine, Bullheads",NA
2005-05-03,"T181","Lactuca serriola","Prickly Lettuce",NA
2005-05-03,"T181","Malacothrix glabrata","Desert-dandelion",NA
2005-05-03,"T181","Amaranthus graecizans",NA,NA
2005-05-03,"T181","Atriplex elegans","Salton Saltbush, Wheel-scale",NA
2005-05-03,"T181","Chenopodium",NA,NA
2005-05-03,"T181","Conyza canadensis","Horseweed",NA
2005-05-03,"T181","Conyza canadensis","Horseweed",NA
2005-05-03,"T181","Cryptantha",NA,NA
2005-05-03,"T181","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-03,"T181","Hordeum murinum",NA,NA
2005-05-03,"T181","Lactuca serriola","Prickly Lettuce",NA
2005-05-03,"T181","Lepidium lasiocarpum",NA,NA
2005-05-03,"T181","Malva parviflora","Mallow, Cheese-weed",NA
2005-05-03,"T181","Plantae",NA,NA
2005-05-03,"T181","Plantae",NA,NA
2005-05-03,"T181","Plantae",NA,NA
2005-05-03,"T181","Plantae",NA,NA
2005-05-03,"T181","Plantae",NA,NA
2005-05-03,"T181","Poaceae","grass",NA
2005-05-03,"T181","Polypogon monspeliensis","Rabbitfoot polypogon",NA
2005-05-03,"T181","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-05-03,"T181","Schismus arabicus","Schismus",NA
2005-05-03,"T181","Sonchus asper","Spiny Sow-thistle",NA
2005-05-03,"T181","Sonchus oleraceus","Annual Sow-thistle",NA
2005-05-03,"T181","Tribulus terrestris","Puncture Vine, Bullheads",NA
2005-05-03,"T191","Agave weberi",NA,NA
2005-05-03,"T191","Conyza bonariensis",NA,NA
2005-05-03,"T191","Conyza canadensis","Horseweed",NA
2005-05-03,"T191","Cyclospermum leptophyllum","Marsh parsley",NA
2005-05-03,"T191","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-03,"T191","Lactuca serriola","Prickly Lettuce",NA
2005-05-03,"T191","Muhlenbergia",NA,NA
2005-05-03,"T191","Muhlenbergia",NA,NA
2005-05-03,"T191","Plantae",NA,NA
2005-05-03,"T191","Sonchus oleraceus","Annual Sow-thistle",NA
2005-05-20,"T201","Daucus carota","Carrot",NA
2005-05-20,"T201","Rafinesquia neomexicana","Desert-chicory",NA
2005-05-20,"T201","Plagiobothrys pringlei",NA,NA
2005-05-20,"T201","Plantago ovata",NA,NA
2005-05-20,"T201","Hordeum murinum ssp. glaucum (Steud.) Tzvelev",NA,NA
2005-05-20,"T201","Claytonia perfoliata ssp. mexicana (Rydb.) Miller & Chambers","Miners Lettuce",NA
2005-05-20,"T201","Portulaca oleracea","Common Purslane",NA
2005-05-20,"T201","Spergularia salina var salina","Sand-spurry",NA
2005-05-20,"T201","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-05-20,"T201","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-05-20,"T201","Amsinckia tessellata","Bristly fiddleneck",NA
2005-05-20,"T201","Bowlesia incana","Hairy Bowlesia",NA
2005-05-20,"T201","Brassica tournefortii","Mustard",NA
2005-05-20,"T201","Bromus rubens","Red Brome",NA
2005-05-20,"T201","Caulanthus lasiophyllus","Thelypody",NA
2005-05-20,"T201","Cryptantha",NA,NA
2005-05-20,"T201","Cryptantha maritima",NA,NA
2005-05-20,"T201","Cryptantha pterocarya",NA,NA
2005-05-20,"T201","Draba cuneifolia",NA,NA
2005-05-20,"T201","Eschscholzia californica",NA,NA
2005-05-20,"T201","Eucrypta",NA,NA
2005-05-20,"T201","Filago arizonica","Fluffweed",NA
2005-05-20,"T201","Lactuca serriola","Prickly Lettuce",NA
2005-05-20,"T201","Lepidium lasiocarpum",NA,NA
2005-05-20,"T201","Lotus salsuginosus","Deer-vetch",NA
2005-05-20,"T201","Lupinus",NA,NA
2005-05-20,"T201","Pectocarya platycarpa",NA,NA
2005-05-20,"T201","Pectocarya recurvata",NA,NA
2005-05-20,"T201","Phacelia ambigua","Notched-leaved Phacelia",NA
2005-05-20,"T201","Plantago ovata",NA,NA
2005-05-20,"T201","Plantago patagonica","Indian-wheat",NA
2005-05-20,"T201","Poa",NA,NA
2005-05-20,"T201","Schismus",NA,NA
2005-05-20,"T201","Silene antirrhina","Sleepy-catchfly",NA
2005-05-20,"T201","Sisymbrium irio","London Rocket",NA
2005-05-20,"T201","Stylocline micropoides","Desert Nest-straw",NA
2005-05-20,"T201","Vulpia octoflora","Six-weeks Fescue",NA
2005-03-25,"T211","Ciclospermum leptophyllum","Wild Celery",NA
2005-03-25,"T211","Rafinesquia neomexicana","Desert-chicory",NA
2005-03-25,"T211","Plantago ovata",NA,NA
2005-03-25,"T211","Hordeum murinum ssp. glaucum (Steud.) Tzvelev",NA,NA
2005-03-25,"T211","Claytonia perfoliata ssp. mexicana (Rydb.) Miller & Chambers","Miners Lettuce",NA
2005-03-25,"T211","Portulaca oleracea","Common Purslane",NA
2005-03-25,"T211","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-03-25,"T211","Amsinckia tessellata","Bristly fiddleneck",NA
